Company,Title,Responsibilities,Requirements,Seniority,Employment_Type,Category,Address,Salary_Min,Salary_Max,Salary_Average
National Cancer Centre Of Singapore ,Research Fellow,We are inviting suitable highly motivated candidates to apply for a fulltime position in the Tan Chin Tuan Lab of Optical Imaging Photodynamic and Proton Therapy Laboratory Precision Radiation Oncology Programme The selected individual is expected to  Contribute actively to our Genomics and Radiomics research that is focused on using nextgeneration sequencing NGS and radiological imaging datasets to developing biomarkers predictive of clinical responses in cancer patients undergoing radiotherapy  Perform model building radiomics features extraction using machine learning statistical analyses genomics sequencing data analysis and other relevant computational analyses  Work closely with the existing research team comprising of clinicians research staff and statisticians gaining exposure through local and international collaborative projects   , PhD in Computational Biology or Computer Science or Mathematics or Biostatistics or Physics  Highly motivated organised meticulous and committed to high quality standards  Knowledge and experience in biostatistical analyses of clinical datasets preferred  Knowledge and experience in genomics analyses eg analyses of WES RNASeq data preferred  Able to work independently under pressure as well as in a team,Professional,Contract,Sciences  Laboratory  RD,31 Third Hospital Avenue 168753,6000.0,9000.0,7500.0
A*Star Research Entities,"Research Engineer, Ihpc",The candidate will perform both fundamental research and applied research in the area of multimodal machine learning for healthcare applications including feature selection feature fusion model fusion medical image process genetic information process, Bachelor Degree in Computer Science Engineering with expertise in Software Frontend and Backend Module Development Database Development and Machine Learning Minimum 1 Year experience in related field Strong programming skills C Python Java    The above eligibility criteria are not exhaustive ASTAR may include additional selection criteria based on its prevailing recruitment policies These policies may be amended from time to time without notice We regret that only shortlisted candidates will be notified,Non-executive,Contract,Engineering,Undisclosed,5000.0,8000.0,6750.0
Google Asia Pacific ,"Creative Strategist, Unskippable Labs - Singapore",Company overview Google is not a conventional company and we dont intend to become one True we share attributes with the worlds most successful organizations  a focus on innovation and smart business practices comes to mind  but even as we continue to grow were committed to retaining a smallcompany feel At Google we know that every employee has something important to say and that every employee is integral to our success We provide individuallytailored compensation packages that can be comprised of competitive salary bonus and equity components along with the opportunity to earn further financial bonuses and rewards Googlers thrive in small focused teams and highenergy environments believe in the ability of technology to change the world and are as passionate about their lives as they are about their work For more information visit wwwgooglecomcareers The area Global Clients  Agency Solutions Our Global Clients  Agency Solutions team helps serve some of the worlds largest brands Our dedicated teams of marketing and advertising specialists use their unique skill sets to help shape how companies grow their businesses in the digital age We aspire to advise our clients on all aspects of their online business strategy Using Googles broad range of products we help our clients connect instantly and seamlessly with their audiences The role Creative Strategist Unskippable Labs  Singapore Businesses that partner with Google come in all shapes sizes and market caps and no one Google advertising solution works for all Your knowledge of online media combined with your communication skills and analytical abilities shapes how new and existing business grow Using your influencing and relationshipbuilding skills you provide Googlecaliber client service research and market analysis You anticipate how decisions are made persistently explore and uncover the business needs of Googles key clients and understand how our range of product offerings can grow their business Working with them you set the vision and the strategy for how their advertising can reach thousands of users Additional Role Description Unskippable Labs vision to provide leadingedge guidance on verticallydriven ad campaign effectiveness through global scaled experimentation and analysis driven by machine learning and activated through flexible engagements with key GCAS and LCS clients to evolve their advertising on our platforms and beyond  This role will lead creative guidance as a part of the Unskippable Labs center team in partnership with insights and productbrand specialists You will be the creative thought leader within your region team and vertical You will also diagnose opportunities for improving creative effectiveness in video and implement them in partnership with clients and agencies Responsibilities  Develop the core creative guidance for ad effectiveness across formats in partnership with media and product specialists  Deliver that guidance in compelling and actionable ways to executive creative and brand clients  Provide effective feedback on creative during development from idea to storyboard to edited assets  Develop new hypotheses for creative experimentation and explore them via both client and unbranded experimentation  Partner with regional service teams to ensure cohesive guidance on ad effectiveness recommendations,Minimum qualifications  BABS degree in a related field or equivalent practical experience  7 years of experience in creative strategy with demonstrated expertise in digital video Preferred qualifications  Experience working across brand verticals and geographies  Ability to create effective ads from initial idea through final edit  Developed writing pitchcrafting and presenting skills,Executive,Permanent,Marketing  Public Relations  Sales  Retail ,Marina Bay Financial Centre 8 Marina Boulevard 018981,10500.0,21000.0,15750.0
Google Asia Pacific ,"Abuse Analyst, Real Time Communications - Singapore",Company overview Google is not a conventional company and we dont intend to become one True we share attributes with the worlds most successful organizations  a focus on innovation and smart business practices comes to mind  but even as we continue to grow were committed to retaining a smallcompany feel At Google we know that every employee has something important to say and that every employee is integral to our success We provide individuallytailored compensation packages that can be comprised of competitive salary bonus and equity components along with the opportunity to earn further financial bonuses and rewards Googlers thrive in small focused teams and highenergy environments believe in the ability of technology to change the world and are as passionate about their lives as they are about their work For more information visit wwwgooglecomcareers The area Trust  Safety At Google we work hard to earn our users trust every day Trust  Safety is Googles team of abuse fighting and user trust experts working daily to make the internet a safer place We partner with teams across Google to deliver bold solutions in abuse areas such as malware spam and account hijacking A diverse team of Analysts Policy Specialists Engineers and Program Managers we work to reduce risk and fight abuse across all of Googles products protecting our users advertisers and publishers across the globe in over 40 languages The role Abuse Analyst Real Time Communications  Singapore Trust  Safety team members are tasked with identifying and taking on the biggest problems that challenge the safety and integrity of our products They use technical knowhow excellent problemsolving skills user insights and proactive communication to protect users and our partners from abuse across Google products like Search Maps Gmail and Google Ads On this team youre a bigpicture thinker and strategic teamplayer with a passion for doing whats right You work globally and crossfunctionally with Google engineers and product managers to identify and fight abuse and fraud cases at Google speed  with urgency And you take pride in knowing that every day you are working hard to promote trust in Google and ensuring the highest levels of user safety Additional Role Description Our Trust  Safety team has the critical responsibility of protecting Googles users and ensuring online safety by fighting web abuse and fraud across Google products The Trust and Safety Real Time Communications RTC teams mission is to stop abusers from exploiting the gaps on our RTC products   As an Abuse Analyst you will help us uncovering complex abuse issues using machine learning and analytics and working closely with our engineering partners You will understand the users point of view and leverage bigpicture thinking strategic leadership and technical skills to ensure their safety and meet their needs In this role you will work globally and crossfunctionally with Product Managers and engineering partners to navigate challenging online safety situations and quickly handle abuse and fraud cases Responsibilities  Develop antiabuse programs to solve for crossproduct vulnerabilities and ensure successful global rollouts Design countermeasures for attacks across various client properties  Analyze metrics dig into underlying vulnerabilities and design solutions Represent the abuse team in crossfunctional crossproduct area conversations with teams around the company advising on counterabuse strategies and coordinating integration efforts  Develop and deploy machine learning models collaborating with Engineering partners to solve fraudabuse problems at scale  Define workflow processes for manual reviews and machine learning labels Collaborate with Product Design Legal Policy and Industry partners to advance the stateoftheart across the Internet as a whole  Align crossfunctional teams toward a common measurable goal,Minimum qualifications  Bachelors degree in Computer Science Engineering Mathematics Statistics or related technical field  Experience deriving abuse signals and conclusions from data  Experience summarizing data  Experience facilitating automation and prevention processes Preferred qualifications  Experience in a technical role eg Data Scientist Quantitative Analyst Technical Program Manager Engineer  Experience developing machine learning models Experience in one or more programming language eg Python Java C  Experience in statistics working with statistical packages eg R SAS Matlab and large datasets SQL  Experience delivering projects that involve multiple crossfunctional stakeholders across geographies  Experience with fraudabuse investigations fraudrisk management and security and threat analysis in the context of Internetrelated productsactivities  Ability to work remotely and maintain excellent communication and interpersonal skills,Executive,Permanent,General Work,Marina Bay Financial Centre 8 Marina Boulevard 018981,6600.0,13200.0,9900.0
Goldman Sachs Services (Singapore) ,2019 Full Time Campus Analyst - Engineering Division,ABOUT GOLDMAN SACHS The Goldman Sachs Group Inc is a leading global investment banking securities and investment management firm that provides a wide range of financial services to a substantial and diversified client base that includes corporations financial institutions governments and individuals Founded in 1869 the firm is headquartered in New York and maintains offices in all major financial centers around the world ABOUT ENGINEERING Our Engineers dont just make things  we make things possible  Change the world by connecting people and capital with ideas  Solve the most challenging and pressing engineering problems for our clients  Join our engineering teams that build massively scalable software and systems architect low latency infrastructure solutions proactively guard against cyber threats and leverage machine learning alongside financial engineering to continuously turn data into action  Create new businesses transform finance and explore a world of opportunity at the speed of markets ROLES Software Engineering Transform our business and work across all areas of the firm to design and implement highquality scalable and smart solutions Leveraging both internal and open source services we design and develop applications capable of building maintaining and processing large  complex data sets Ensuring we have the most uptodate and actionable information we constantly strive to boost performance and exceed industry standards in order to meet our clients evolving needs We look for ways to improve our operations and enhance our client offerings through internal and external platforms as we build and expand the capacity for data mining anomaly detection and business intelligence Financial Modelling We look beyond the numbers and find the trends As a member of our team you will extract meaningful information to engineer advice and solutions that have realworld implications for our clients and the firm  This level of expert analysis involves large at times global data sets  both structured and unstructured  to build predictive models that are relevant to specific business centers and account for market variables These quantitative techniques then inform effective and accurate crossasset trade and portfolio ideas for our clients In collaboration with your team and others across the firm you will build and enhance advanced quantitative and analytical methods utilizing software to design risk modeling systems and develop machine learning algorithms Specifically your role will focus on providing APIs to clients helping them generate alpha risk calculations and business metrics This valuable information will allow them to build and challenge risk models that identify and quantify market and liquidity risk and modeling vulnerabilities Infrastructure Engineering Infrastructure Engineering is a multifaceted role that allows you to explore data center design networks storage cloud computing big data application messaging databases communications market data and software languages Make things possible for our clients and the firm as you design and build our compute and data infrastructure You will put your expertise to work in a variety of challenges from identifying internal hardware needs to implementing public and private cloudbased solutions to providing seamless ondemand scaling of our applications  We provide a robust testing platform that involves the best standards solutions and tools to ensure uninterrupted operation of all of our lines of business You will have the opportunity to use data mining techniques to identify and react to problems in the firms infrastructure and platforms A role on this team allows you to use your experience to help us transform the future at Goldman Sachs,BASIC QUALIFICATIONS  Bachelor or Master Degree Preferred degree in Computer Science Technology Math Statistics andor Engineering          No full time work experience excluding internship experience Interest and passionate in working in financial industry and technology Ability to work in a dynamic global environment with a focus on teamwork Impeccable attention to detail and excellent problem solving and analytical skills Ability to grasp complex issues interpret information and communicate commercial and operational issues Display creativity and entrepreneurial spirit Flexibility to adapt to a dynamic and changing organization Excellent verbal and written communication skills in English A proactive approach and a high level of enthusiasm Proficient with suite of Microsoft Office software and other computer skills Preferred technical skills in JavaTM technology C C UNIX Microsoft technology Perl XML HTML Visual Basic VBScript and Ntier architecture among others   Goldman Sachs is an equal opportunity employer  The Goldman Sachs Group Inc 2019 All rights reserved,Entry Level,Permanent,Banking and Finance,One Raffles Link 1 Raffles Link 039393,6000.0,8000.0,7000.0
Rakuten Asia ,Research Scientist,Be an expert and drive research results in one or more of the below areas  Machine   Learning   Statistics   Information   Retrieval Recommender Systems  Natural Language Processing Machine Translation  Sentiment Analysis Graph Analysis Computer Vision AugmentedVirtual Reality Other emerging technologies Deliver     results     Develop     new     technologies    improve business performance Demonstrate longterm vision while effectively supporting shortterm goals Be a thoughtleader keeping up with the academic and industry trends , Solid experience in advanced data analytics Knowledge of computer programming Strong interest in contributing to business improvement and growth PhD or MS with 2 years of RD experience in industry or research institute ,Professional,Permanent,Information Technology,Capitagreen 138 Market Street 048946,5000.0,10000.0,7500.0
National University Of Singapore,Research Assistant,The successful candidate will work with Ji Hui on conducting highquality research on mathematical theory and numerical algorithms for machine learning based image restoration under a project on A datadriven approach to blind image restoration and applications in navigation The main responsibilities of the position include   Conducting research on solving challenging scientific problems under the supervision   Producing highquality research articles on reputable scientific journals and premium conference proceedings   Contributing to internal seminars and group discussions on related research topics  ,  Qualifications  Discipline BSc in Applied Mathematics   Skills comprehensive knowledges on several mathematics subjects including inverse problem and imaging science and strong programming skills on Python GPU computing and deep learning   Experience requirement Sufficient training on advanced mathematical topics on optimization and inverse problems and  1 year research experiences on applied math subjects related to image processing and computer vision  ,Non-executive,Contract,Sciences  Laboratory  RD,21 Lower Kent Ridge Road 119077,2500.0,4850.0,3675.0
"Jpmorgan Chase Bank, N.A.",Scrum Master - Cybersecurity,The Cybersecurity  Technology Controls group at JPMorgan Chase aligns the firms cybersecurity access management controls and resiliency teams The group proactively and strategically  partners with all lines of business and functions to enable them to design adopt and integrate appropriate controls deliver processes and solutions efficiently and consistently and drive automation of controls The groups number one priority is to enable the business by keeping the firm safe stable and resilient We are looking for multidisciplined forwardlooking technologists like you with diverse backgrounds and experiences including in areas such as cybersecurity big data machine learning risk management and controls compliance and oversight cloud security   Role Support several technical teams across varying bigdata Enterprise platforms Responsible for adhering to the Agile framework while coaching teams through the scrum process 80 Occasional project management tasks 20 BArelated work Position reports to the responsible ADM Responsibilities Organizing agile events using Scrum methodology  facilitating daily standup meetings reviews retrospectives grooming PBRs release planning demos and other Scrumrelated meetings Testing processes and development platforms for highlevel IT Enterprise systems Tracking and communicating team velocity and sprintrelease progress Assist technical team with making appropriate commitments through story selection and task definition Collaborating with team developing and maintaining team standards tools and best practices including working agreements definition of ready and definition of done Identifying and removing impediments and preventing distractions Maintaining process documentation reports and applicable dashboards in JIRA Serving as an Agile coach within the organization while implementing and socializing scrum to newly formed teams Providing coaching and direction to new Scrum Masters Organizing and facilitating team interactions with other departments and vendors who do not practice scrum to deliver products on time Assisting with backlog maintenance collaborating specifically with Product Owners leading the team through longterm roadmap exercises forecasting longterm project deliverables Assisting with internal and external communication improving transparency and broadcasting information as needed Project Planning including development of a project plan Documenting project scope budget schedule and organizational objectives Facilitating and leading team meetings that are crossfunctional in nature Leading the project team through implementation of the solution Managing vendor engagements which may include facilitating selection processes providing input into the Statement of Work management of deliverables and vendor resources Conducting project closure and ensuring proper operationalization of effort Acting as an ambassador of Technology  Architecture with Product Management answering LOBwide questions Supporting the publishing of weekly summaries and other artifacts requested by leadership  ,   Jira experience  other Atlassian suite of products Confluence etc 35 years of Scrum Master experience Expert level facilitation and communication skills ability to facilitate teams through tough conversations and maintain a positive and supportive team environment Ability to respond quickly flexibly and positively to change using it as an opportunity to learn develop practice and support the organization Ability to collect and analyze data Ability to manage a budget within Excel Excellent conceptual analysis organizational and problem solving skills Capable of defining problems collecting data establishing fact drawing conclusions and recommending solutions  Good to have Scrum Master certification SAFe certification Advanced coaching skills within the Agile and Scrum frameworks Your expertise in cyber combined with your desire to provide innovative security services will be an asset to our CyberSecurity team Help deliver highquality security solutions across all our lines of business around the world by creating designing implementing and maintaining nextlevel technology The work youll do is vital as it will protect over 18 trillion of assets under custody and 393 billion in deposits every day We strongly encourage all applicants to apply via our careers website where you are able join our Talent Network to receive customized vacancy notifications and ensure that your details are accessible by our global recruiting team  wwwjpmorganchasecomcareers A quick link to this particular job posting can be found in this URL httpjobsjpmorganchasecomListJobsByKeyword190019046 Please note that only shortlisted candidates will be notified We thank you for your interest and wish you all the best in your career Yours Sincerely Human Resources JPMorgan,Executive,Permanent,Information Technology,Undisclosed,6000.0,12000.0,9000.0
Company Undisclosed,"Applied Research Engineer, Computer Vision And Deep Learning", Develop novel and accurate visual search and recognition systems leveraging deep learning and machine learning Analyze and improve the efficiency scalability and stability of various production systems Collaborate with team members from the level of prototyping to the level of production Patent drafting for the development of the technology , Advanced degree in Computer Science with publications in the fields of machine learningdeep learning or computer vision Extensive programming experience in C and strong OO design skills At least 3 years of experience in building largescale computer vision projects from the level of researching a prototype to the level of production Experienced with training deep neural networks prototyping in scripting languages like python MATLAB math performance libs eg IPP MKL ,Professional,Permanent,Information Technology,Undisclosed,7000.0,9000.0,8000.0
Aiq ,Backend Developer,You are passionate about software engineering and building scalable web products Add on your curiosity for AI Machine learning and Computer Vision and thats a good start for the team at AIQ You will collaborate closely with other members of our engineering team including the backend infrastructure and machine learning engineers designers and product managers You will work together to craft and implement new product features  You are passionate about building intuitive web applications  API  Microservices that will give our customers easy and powerful features and access to our computer vision platform Build highquality web appsservices by writing clean and modular code 	  You will develop reusable modules components and build tools for both internal and external use cases  Our current tech stack is PHP  Symfony  C  Redis  MySQL React Redux babel and webpack for our build,Job    Candidate must possess at least Bachelors DegreePost Graduate DiplomaProfessional Degree in Science  Technology or equivalent At least 3 Years of working experience in the related field is required for this position Required Skills PHP Javascript NodeJS Good knowledge of PHP Symfony framework Cloud experience preferably AWS Previous use of GIT for code management and versioning Experience with REST is a must SOAP JSON and XML is helpful All frontend knowledge a bonus Experience with Docker and Kubernetes a plus  Soft Skills  Reliable and works hard to complete your tasks Ability to lead and selfmanage projects and tasks Ability desire and motivation to learn quickly and pick up new skills Organized and be able to prioritize workload in order to meet necessary deadlines Demonstrable teamwork attitude ready to initiate collaboration and resolve conflicts ,Executive,Permanent,Engineering Information Technology,Apex  Henderson 201 Henderson Road 159545,3000.0,5000.0,4000.0
Mangosteen Bcc ,It Support Specialist,Our team is seeking talented motivated and dedicated individual for the role of Helpdesk Consultant for multiple projects If youre naturally a helper enjoy assisting people with software or hardware issues whether the problem relates to a user error a bug or something else entirely and are able to explain technical details simply If this sounds like a good fit wed like to meet youMentioned below are the roles  responsibilities and desired skill set The Company Bambu is a Fintech startup which specialises in providing RoboAdvisory solutions for banks insurance companies and nonfinancial industries like Telcos  ECommerce Leveraging on deep learning technologies we believe that we can change the way people save invest and manage their wealth We are a fastgrowing startup based in Singapore and Hong Kong Founded in 2016 we have raised funding from the likes of Franklin Templeton and Wavemaker achieved a global network of prospects and established clients like Standard Chartered and Thomson Reuters We launched Singapores first RoboAdvisory platform for Crossbridge Capital a global wealth management firm and aiming to get new prospective clients on board We have attained multiple accolades and won the Best Early Stage Startup at Fintech Finals 2017and the Best Show Award in FinovateAsia 2017 for our innovative machine learning People Like Me We are also Alumni of SuperCharger 20 Accelerator program and top 24 finalists at Jumpstart organised by Alibaba Entrepreneurs Fund   FocusedSomeone whos keen in finding out solutions to every problem rather than presenting problem to every solution AccountableTakes full ownership and wont be able to sleep at night until issues are resolved by thorough diagnostic of any hardware or software faults and take accountabilityof customer issues reported and seeing problems through to resolution Detail orientedEnsure all issues are properly logged prioritize and manage several open issues at one time with agreed time limitsFrom the moment a ticket is submitted this person knows how to ask the right questions and gather the available data to narrow down the root cause of the issue Like Sherlock Holmes they leave no stone unturned in figuring out whats really going on Quality over quantityWhen you have a long list of tickets and know there are more coming in its tempting to work on as many as possible without truly solving the problem at hand Focusing on the quality of the support you give as opposed to the quantity of tickets you touch will ensure youre actually solving problems and creating happy customers Process drivenFollowing standard procedures for proper escalation of unresolved issues to the appropriate internal teams eg software developers This person understands support processes are important and not only follows them but helps improve them  ConsistentFollow up with clients to ensure their systems are fully functional after troubleshooting Excellent communication skillsCommunicate with clients through a series of actions either via phone email or chat until theyve solved a technical issue Team playerOptimistic and works well with colleagues with a collaborative team spirit This person enjoys themselves at work spreading a positive cando attitude A great support agent integrates a bit of fun into their daily tasks to make everyones loads a little lighter Customer centricWorks with the customer and not for the customer helps build strong customer relationship for longterm business Tech SavvySound knowledge in cloud environment API integration and SQL Must have the urge to learn and adopt to fast pace environment ,Must Have  To be qualified for this role you should hold a degree in a relevant field like Computer Science Computer Engineering or any IT related course Must have proven work experience of at least 35 years in a software support role Technical Support Engineer Desktop Support Engineer IT Help Desk Technician or similar role that required technical troubleshooting Good foundation with any programmingcodingscripting language with at least 2 years of experience in debugging in software design testing andor troubleshooting or has been engaged as a software quality analyst certified software tester or similar designation  Good to have  Finance or Banking domain background Familiarity with any helpdesk software like BMC remedy JIRA ServiceNow AWS or Zendesk   A fundamental understanding of IT service management and the ITIL business process Experience on being a devops focused on Java Script or NodeJS andor have been deployed using AWS   ,Executive,Permanent,Banking and Finance Information Technology,Eon Shenton 70 Shenton Way 079118,4000.0,7000.0,5500.0
National University Of Singapore,Research Fellow (Fintech Information Systems),The National University of Singapore invites applications for the position of Research Fellow in the Department of Information Systems and Analytics School of Computing SoC SoC is strongly committed to research excellence in all its dimensions Searching for fundamental results and insights in healthcare data developing novel computational solutions to a wide range of applications building largescale experimental systems and improving the wellbeing of society We seek to play an active role both internationally and locally in the core and emerging areas of Computer Science and Information Systems The Research Fellow will be responsible for working closely with the CoPrincipal Investigators and lab members on one or more research projects Heshe should possess experience or interest in at least one of the following research areas  Data engineering Data visualization Machine Learning Business Intelligence Healthcare or Fintech Information Systems Econometrics costing models Automation  Only shortlisted applicants will be notified , A PhD degree in Information Systems Computer Engineering or Computer Science Finance economics  Demonstrated skills in data analysis  Good publication record and Experience in research ,Professional,Permanent,Sciences  Laboratory  RD,21 Lower Kent Ridge Road 119077,5500.0,7920.0,6710.0
National University Of Singapore,Research Assistant (Fintech Information Systems),The National University of Singapore invites applications for the position of Research Assistant in the Department of Information Systems and Analytics School of Computing SoC SoC is strongly committed to research excellence in all its dimensions Searching for fundamental results and insights in healthcare data developing novel computational solutions to a wide range of applications building largescale experimental systems and improving the wellbeing of society We seek to play an active role both internationally and locally in the core and emerging areas of Computer Science and Information Systems The position will be responsible for working closely with the CoPrincipal Investigators and lab members on one or more research projects Heshe should possess experience or interest in at least one of the following research areas  Data engineering Data visualization Machine Learning Business Intelligence Healthcare or Fintech Information Systems Econometrics costing models Automation  Ony shortlisted applicants will be notified, Strong programming skills in python Machine learning pipelining Interest in data visualization with java Tableau Qlik or other tools Writing papers ,Executive,Permanent,Sciences  Laboratory  RD,21 Lower Kent Ridge Road 119077,3400.0,5000.0,4200.0
A*Star Research Entities,Gis - Research Officer (Computational Phenomics Platform),The Genome Institute of Singapore GIS is an institute of the Agency for Science Technology and Research ASTAR It has a global vision that seeks to use genomic sciences to improve public health and public prosperity Established in 2001 as a centre for genomic discovery the GIS will pursue the integration of technology genetics and biology towards the goal of individualized medicine     We are looking for motivated candidate who will be developingmaintaining relational databases and web portal hosting highthroughput screening data from across ASTAR NUS NUH and industry users The individual will conduct analysis conforming to the ISO standard procedures established in the platform and develop customised analyses for academic as well as industry users Heshe will assist in the development of machine learning models for predicting drug response from various types of cellular models image segmentation and analysis of cellular microscopy images as well as development of new platform technologies through research collaborations with academic and industry partners,       Bachelor in Computational BiologyComputer ScienceComputer Engineering        Knowledgeexperience in analysing genomicproteomic data        Biological knowledge and skilled in scripting language eg Perl Python CGI and UNIX system        Creative and good team player        Ability to communicate effectively with bench scientistsbiologists   The above eligibility criteria are not exhaustive ASTAR may include additional selection criteria based on its prevailing recruitment policies These policies may be amended from time to time without notice We regret that only shortlisted candidates will be notified,Non-executive,Contract,Sciences  Laboratory  RD,Undisclosed,2500.0,5000.0,3750.0
Rio Tinto Commercial ,Senior Front End Engineer,Our vision is to build a unified Commercial Digital Platform capability data people processes technology which will enable us to enable a step change in commercial performance transform customer experiences and play a pioneering role in redefining our industry over the long term   Our aim is to deliver the most engaging experiences for our customers underpinned by digital technologies and new agile ways of working   As part of this work in partnership with BCG Digital Ventures part of the Boston Consulting Group Rio Tinto has built a MVP for a predictive shipping analytics platform using the latest Machine Learning and AI technologies They are now looking for smart people to join the team and propel the next phase of the products development and support the broader digitalisation transformation across Rio Tintos commercial function   Were working with a modern tech stack  ES6 React and Redux with a Python back end deployed on AWS and are looking for experienced engineers to join us working on the design and development of the new product under the direction of the Venture CTO  What youll do    Collaborating with a team of engineers across the venture team to ensure we deliver an empowering user experience Communicating ideas across the crossfunctional team in an effective manner Sharing technical solutions and product ideas through design reviews pair programming code reviews and discussions Utilising a proactive and responsive approach to problem solving Implementing highly scalable and maintainable frontend services and working with business specialists and visual designers to design optimal solutions Working with ES6 React boilerplate Redux   ,What youll bring    Sustained experience in professional software development using ES6 and React An appreciation for design with a focus on building elegant applications that are pleasing to the eye Strong analytical and debugging skills A preference for working with crossdisciplinary teams to introduce and enhance behaviour and testdriven approaches resulting in clean elegant code and application architectures Experience of working with team members to encourage the writing of clean elegant code using testfirst approaches A background working in teams using Agile approaches    Tech Stack    ES6 React Node AWS Serverless       ,Professional,Permanent,Information Technology Logistics  Supply Chain,Marina Bay Financial Centre 12 Marina Boulevard 018982,12800.0,25000.0,18900.0
Nanyang Technological University,Project Officer,The HPNTU Digital Manufacturing Corporate Lab is a corporate research laboratory set up in partnership between NTU and tech giant HP A series of research projects is being funded under this collaboration mainly focusing in areas of advancing digital manufacturing artificial intelligence machine learning new materials and applications cyber security and customization Our project currently seeks suitable team members to lead the research into various topics relating to Digital Manufacturing and subsequently develop a series of instructional programs materials and resources focusing on Industry 40 revolution, Bachelor degree in Mechanical Engineering or Industrial Engineering with a strong interest in Computation Design Basic understanding of computational form strategy and process with keen interest in mechanics dynamics and aesthetics Comfortable working in virtual 3D spaces and willing to learn and pick up 3D modelling software creative coding and programming Some experience working with 3D printers designing for 3D printing and artwork fabrication will be advantageous Some knowledge in data analytics and machine learning is a plus Selfmotivated and able to work independently or as a team player with strong interpersonal and collaborative skills Effective communication skills and a good command in English verbal and written is essential Fresh graduates with a Degree from a reputable University are welcome to apply     We regret that only shortlisted candidates will be notified,Professional,Contract,Engineering Sciences  Laboratory  RD,Nanyang Technological University 50 Nanyang Avenue 639798,3000.0,3800.0,3400.0
Nanyang Technological University,Research Associate,The HPNTU Digital Manufacturing Corporate Lab is a corporate research laboratory set up in partnership between NTU and tech giant HP A series of research projects is being funded under this collaboration mainly focusing in areas of advancing digital manufacturing artificial intelligence machine learning new materials and applications cyber security and customization Our project currently seeks suitable team members to lead the research into various topics relating to Digital Manufacturing and subsequently develop a series of instructional programs materials and resources focusing on Industry 40 revolution, Master degree in Mechanical Engineering or Industrial Engineering with a strong interest in Computation Design Basic understanding of computational form strategy and process with keen interest in mechanics dynamics and aesthetics Comfortable working in virtual 3D spaces and willing to learn and pick up 3D modelling software creative coding and programming Some experience working with 3D printers designing for 3D printing and artwork fabrication will be advantageous Some knowledge in data analytics and machine learning is a plus Selfmotivated and able to work independently or as a team player with strong interpersonal and collaborative skills Effective communication skills and a good command in English verbal and written is essential Fresh graduates with a Degree from a reputable University are welcome to apply     We regret that only shortlisted candidates will be notified,Professional,Contract,Engineering Sciences  Laboratory  RD,Nanyang Technological University 50 Nanyang Avenue 639798,3400.0,4000.0,3700.0
Nanyang Technological University,Research Fellow,The HPNTU Digital Manufacturing Corporate Lab is a corporate research laboratory set up in partnership between NTU and tech giant HP A series of research projects is being funded under this collaboration mainly focusing in areas of advancing digital manufacturing artificial intelligence machine learning new materials and applications cyber security and customization Our project currently seeks suitable team members to lead the research into various topics relating to Digital Manufacturing and subsequently develop a series of instructional programs materials and resources focusing on Industry 40 revolution, PhD in the field of Mechanical Engineering or Industrial Engineering with a strong passion for research in the domain where Design Art and Technology intersect Knowledge in digital manufacturing techniques and computer systems for 3D printing  Additive manufacturing Familiar with experiencedriven design process in product development Good to have experience working with electronics sensors and on physical computing integration Basic understanding of data analytics and machine learning for IoT and cyberphysical systems will be advantageous Possess good leadership and project management capabilities Selfmotivated and able to work independently or as a team player with strong interpersonal and collaborative skills Good communication skills and a strong command in English verbal and written is essential    We regret that only shortlisted candidates will be notified,Professional,Contract,Engineering Sciences  Laboratory  RD,Nanyang Technological University 50 Nanyang Avenue 639798,4000.0,6000.0,5000.0
